exercise,wrist_left_x,wrist_left_y,wrist_right_x,wrist_right_y,elbow_left_x,elbow_left_y,elbow_right_x,elbow_right_y,shoulder_left_x,shoulder_left_y,shoulder_right_x,shoulder_right_y,hip_left_x,hip_left_y,hip_right_x,hip_right_y,knee_left_x,knee_left_y,knee_right_x,knee_right_y,ankle_left_x,ankle_left_y,ankle_right_x,ankle_right_y
pushup,0.6442257761955261,0.7968212366104126,0.6846967935562134,1.069215178489685,0.62108314037323,0.6734548807144165,0.6559840440750122,0.8363907933235168,0.6356715559959412,0.4913315773010254,0.6605976819992065,0.5591834783554077,0.39431896805763245,0.48396027088165283,0.3908403515815735,0.5257433652877808,0.23360975086688995,0.6647083759307861,0.22980614006519318,0.6899222135543823,0.08103454113006592,0.7918021082878113,0.06658431887626648,0.8198737502098083
pushup,0.647875964641571,0.8320050835609436,0.6826754212379456,1.0628522634506226,0.6282187104225159,0.6825466752052307,0.6559687256813049,0.8307854533195496,0.635522723197937,0.48576241731643677,0.6580499410629272,0.5585175156593323,0.39528143405914307,0.4840283691883087,0.3914976716041565,0.5266498923301697,0.23536619544029236,0.6629092693328857,0.2314687967300415,0.6894341111183167,0.08230036497116089,0.7912551760673523,0.06799820810556412,0.8199571371078491
pushup,0.6498419642448425,0.8443276286125183,0.6814793348312378,1.0570669174194336,0.6300432682037354,0.688099205493927,0.6559067964553833,0.8268255591392517,0.6355442404747009,0.48410603404045105,0.6574627161026001,0.5576759576797485,0.3955931067466736,0.48657554388046265,0.3918396532535553,0.528687059879303,0.23564788699150085,0.6625677943229675,0.23229265213012695,0.6889885663986206,0.0824768990278244,0.7912906408309937,0.06833963841199875,0.8202393651008606
pushup,0.6514461636543274,0.858376145362854,0.6809056997299194,1.0520941019058228,0.6312887668609619,0.6967576146125793,0.6557034850120544,0.8231343626976013,0.6359671354293823,0.48420798778533936,0.657378613948822,0.5572964549064636,0.3960729241371155,0.4902871549129486,0.3924306035041809,0.530735969543457,0.23563387989997864,0.6625277400016785,0.23237785696983337,0.6885913610458374,0.0821375846862793,0.7916682958602905,0.0683119148015976,0.8204761147499084
pushup,0.6527795195579529,0.862054705619812,0.6809476613998413,1.0516263246536255,0.6314562559127808,0.7009796500205994,0.6558195352554321,0.8223878741264343,0.6359660625457764,0.4842506945133209,0.6574171781539917,0.5566203594207764,0.3969275653362274,0.4941788613796234,0.3935890197753906,0.5327739715576172,0.23554059863090515,0.6629418134689331,0.2324017733335495,0.688608705997467,0.07905380427837372,0.7925972938537598,0.06579738855361938,0.8216171264648438
pushup,0.6531704664230347,0.8603023886680603,0.6807274222373962,1.0510318279266357,0.631313681602478,0.7006008625030518,0.6558182239532471,0.8204503655433655,0.6364544630050659,0.48378652334213257,0.6580953001976013,0.5556879639625549,0.3983038067817688,0.49699893593788147,0.39554375410079956,0.5342481136322021,0.235894113779068,0.6644647717475891,0.23351068794727325,0.690028190612793,0.07791705429553986,0.7930061221122742,0.0652264952659607,0.8220736980438232
pushup,0.6533397436141968,0.8618708252906799,0.6806613802909851,1.0511858463287354,0.6312686204910278,0.7005768418312073,0.6558365821838379,0.8201828002929688,0.6368432641029358,0.483855664730072,0.6585833430290222,0.5550355315208435,0.4000614583492279,0.4987131357192993,0.39798086881637573,0.5353131294250488,0.2384328842163086,0.6645049452781677,0.23712560534477234,0.6901045441627502,0.07804839313030243,0.7914716005325317,0.06529966741800308,0.8217737078666687
pushup,0.6531738042831421,0.8586423397064209,0.6806720495223999,1.0507564544677734,0.6312310695648193,0.7002226710319519,0.6558364629745483,0.8194411396980286,0.6367870569229126,0.4828312397003174,0.6587207913398743,0.554787278175354,0.40022096037864685,0.5007531642913818,0.3980999290943146,0.5389618873596191,0.23882277309894562,0.664731502532959,0.23731878399848938,0.6903140544891357,0.07955201715230942,0.7889378666877747,0.06601253896951675,0.820799708366394
pushup,0.653046727180481,0.8552690148353577,0.6803518533706665,1.0510205030441284,0.6318300366401672,0.7003245949745178,0.6556993722915649,0.8196646571159363,0.6367619037628174,0.4829528033733368,0.6579731702804565,0.5547892451286316,0.4001491069793701,0.507806122303009,0.3979942202568054,0.544395923614502,0.23735889792442322,0.6673965454101562,0.23552820086479187,0.6920044422149658,0.07881154119968414,0.7909567952156067,0.0646926611661911,0.8221794962882996
pushup,0.6529497504234314,0.8538557887077332,0.6804239153862,1.051213026046753,0.6317853331565857,0.6996803879737854,0.6555554866790771,0.8198115825653076,0.636261522769928,0.4828253388404846,0.6572408676147461,0.5550158023834229,0.39976009726524353,0.5126152634620667,0.39762985706329346,0.5498677492141724,0.23421716690063477,0.6707755923271179,0.23245401680469513,0.6957225203514099,0.07290949672460556,0.7987378239631653,0.05955514311790466,0.827243983745575
